Question,Answer
Национализм — детская болезнь. Это корь человечества.,Национализм — детская болезнь. Это корь человечества.
"Кто не готов умереть ради собственной чести, тот обретает бесчестье.","Кто не готов умереть ради собственной чести, тот обретает бесчестье."
"Я ненавижу людей, чтоб их не презирать, потому что иначе жизнь была бы слишком отвратительным фарсом.","Я ненавижу людей, чтоб их не презирать, потому что иначе жизнь была бы слишком отвратительным фарсом."
"Жить в своем доме всегда одному
Скучно и мне, и тебе, и ему!","Жить в своем доме всегда одному
Скучно и мне, и тебе, и ему!"
"Люди действительно готовы продать все, если цена их устроит.","Люди действительно готовы продать все, если цена их устроит."
"Не плачь, потому что это закончилось. Улыбнись, потому что это было.","Не плачь, потому что это закончилось. Улыбнись, потому что это было."
"Слушай беззвучие, слушай и наслаждайся тем, чего тебе не давали в жизни — тишиной.","Слушай беззвучие, слушай и наслаждайся тем, чего тебе не давали в жизни — тишиной."
"Призрачно все в этом мире бушующем,
Есть только миг, за него и держись.
Есть только миг между прошлым и будущим
Именно он называется жизнь.","Призрачно все в этом мире бушующем,
Есть только миг, за него и держись.
Есть только миг между прошлым и будущим
Именно он называется жизнь."
"Если человек пытается использовать тебя в своих целях, вычеркни его из числа своих знакомых.","Если человек пытается использовать тебя в своих целях, вычеркни его из числа своих знакомых."
"Детство - этот огромный край, откуда приходит каждый! Откуда я родом? Я родом из моего детства, словно из какой-то страны...","Детство - этот огромный край, откуда приходит каждый! Откуда я родом? Я родом из моего детства, словно из какой-то страны..."
"Улыбка ничего не стоит, но дорого ценится.","Улыбка ничего не стоит, но дорого ценится."
"Трудно поверить, что кто-либо, прожив жизнь, не считал бы ее в глубине души неудачной.","Трудно поверить, что кто-либо, прожив жизнь, не считал бы ее в глубине души неудачной."
Стены не защищают. Они изолируют.,Стены не защищают. Они изолируют.
"Кто никогда не совершал ошибок, тот никогда не пробовал что-то новое.","Кто никогда не совершал ошибок, тот никогда не пробовал что-то новое."
"Эй вы, задние, делай как я!
Это значит - не надо за мной.
Колея эта - только моя,
Выбирайтесь своей колеей!","Эй вы, задние, делай как я!
Это значит - не надо за мной.
Колея эта - только моя,
Выбирайтесь своей колеей!"
"Воображение — это самое главное, оно является отражением того, что мы притягиваем в свою жизнь.","Воображение — это самое главное, оно является отражением того, что мы притягиваем в свою жизнь."
"Жизнь проявляется не в состояниях, а в действиях.","Жизнь проявляется не в состояниях, а в действиях."
"Никогда не отказывайся от того, что заставляет тебя улыбаться.","Никогда не отказывайся от того, что заставляет тебя улыбаться."
"Того, кто не задумывается о далеких трудностях, непременно поджидают близкие неприятности.","Того, кто не задумывается о далеких трудностях, непременно поджидают близкие неприятности."
"О чем скорбеть? Клянусь дыханьем,
Есть в жизни два ничтожных дня:
День, ставший мне воспоминаньем,
И не наставший для меня.","О чем скорбеть? Клянусь дыханьем,
Есть в жизни два ничтожных дня:
День, ставший мне воспоминаньем,
И не наставший для меня."
Я не боялся казаться смешным. Это не каждый может себе позволить.,Я не боялся казаться смешным. Это не каждый может себе позволить.
"Жизни стыдно за тех, кто сидит и скорбит,
Кто не помнит утех, не прощает обид.","Жизни стыдно за тех, кто сидит и скорбит,
Кто не помнит утех, не прощает обид."
"Некто спросил: ""Правильно ли говорят, что за зло нужно платить добром?"" Учитель сказал: ""А чем же тогда платить за добро? За зло надо платить по справедливости, а за добро — добром"".","Некто спросил: ""Правильно ли говорят, что за зло нужно платить добром?"" Учитель сказал: ""А чем же тогда платить за добро? За зло надо платить по справедливости, а за добро — добром""."
Каждая проходящая минута — это еще один шанс все изменить.,Каждая проходящая минута — это еще один шанс все изменить.
У вас не будет второго шанса произвести первое впечатление.,У вас не будет второго шанса произвести первое впечатление.
"Человек принадлежит своему веку и своей расе даже тогда, когда борется против своего века и своей расы.","Человек принадлежит своему веку и своей расе даже тогда, когда борется против своего века и своей расы."
"Благородный живет в согласии со всеми, а низкий человек ищет себе подобных.","Благородный живет в согласии со всеми, а низкий человек ищет себе подобных."
"Поверь — когда в нас подлых мыслей нет,
Нам ничего не следует бояться.
Зло ближнему — вот где источник бед,
Оно и сбросит в пропасть, может статься.","Поверь — когда в нас подлых мыслей нет,
Нам ничего не следует бояться.
Зло ближнему — вот где источник бед,
Оно и сбросит в пропасть, может статься."
Мир не сумасшедший. Только люди.,Мир не сумасшедший. Только люди.
"Демократия — наихудшая форма правления, если не считать всех остальных.","Демократия — наихудшая форма правления, если не считать всех остальных."
"У землян нет денег, чтобы доставить воду в засушливые районы Земли, но есть деньги, чтобы искать воду на Марсе. После этого стоит задаться вопросом: есть ли на Земле разум?","У землян нет денег, чтобы доставить воду в засушливые районы Земли, но есть деньги, чтобы искать воду на Марсе. После этого стоит задаться вопросом: есть ли на Земле разум?"
"Когда человеку семнадцать, он знает все. Если ему двадцать семь и он по-прежнему знает все - значит, ему все еще семнадцать.","Когда человеку семнадцать, он знает все. Если ему двадцать семь и он по-прежнему знает все - значит, ему все еще семнадцать."
"Все приятное в этом мире либо вредно, либо аморально, либо ведет к ожирению.","Все приятное в этом мире либо вредно, либо аморально, либо ведет к ожирению."
"Как мы можем знать, что такое смерть, когда мы не знаем еще, что такое жизнь?","Как мы можем знать, что такое смерть, когда мы не знаем еще, что такое жизнь?"
"Помните, что ещё никто не умер от недостатка сна. Беспокойство по поводу бессонницы вреднее, чем сама бессонница.","Помните, что ещё никто не умер от недостатка сна. Беспокойство по поводу бессонницы вреднее, чем сама бессонница."
Жизнь — это одиночество.,Жизнь — это одиночество.
"Деньги — это свобода, пространство, капризы… Имея деньги, так легко переносить нищету...","Деньги — это свобода, пространство, капризы… Имея деньги, так легко переносить нищету..."
"Жизнь — цепь, а мелочи в ней — звенья. Нельзя звену не придавать значенья.","Жизнь — цепь, а мелочи в ней — звенья. Нельзя звену не придавать значенья."
"Почему люди, как правило, избегают одиночества? Потому что наедине с собой лишь немногие наслаждаются приятным обществом.","Почему люди, как правило, избегают одиночества? Потому что наедине с собой лишь немногие наслаждаются приятным обществом."
"Это не мои приключения, это не моя жизнь! Она приглажена, причесана, напудрена и кастрирована!","Это не мои приключения, это не моя жизнь! Она приглажена, причесана, напудрена и кастрирована!"
Прощать надо молча — иначе какое же это прощение.,Прощать надо молча — иначе какое же это прощение.
"В стране, где есть порядок, будь смел и в действиях, и в речах. В стране, где нет порядка, будь смел в действиях, но осмотрителен в речах.","В стране, где есть порядок, будь смел и в действиях, и в речах. В стране, где нет порядка, будь смел в действиях, но осмотрителен в речах."
"Что больше всего раздражает в общественном транспорте, так это общество.","Что больше всего раздражает в общественном транспорте, так это общество."
"Будь мягче к людям! Хочешь быть мудрей? -
Не делай больно мудростью своей.
С обидчицей — Судьбой воюй, будь дерзок,
Но сам клянись не обижать людей!","Будь мягче к людям! Хочешь быть мудрей? -
Не делай больно мудростью своей.
С обидчицей — Судьбой воюй, будь дерзок,
Но сам клянись не обижать людей!"
Благородный с достоинством ожидает велений Неба. Низкий человек суетливо поджидает удачу.,Благородный с достоинством ожидает велений Неба. Низкий человек суетливо поджидает удачу.
"Наша жизнь как дорога с односторонним движением, и важно не пропустить свой поворот, ведь пути назад уже не будет.","Наша жизнь как дорога с односторонним движением, и важно не пропустить свой поворот, ведь пути назад уже не будет."
"Одиночество воспринимается легче, пока одинок тот, с кем ты был долгое время.","Одиночество воспринимается легче, пока одинок тот, с кем ты был долгое время."
"Должно быть, никогда не любишь достаточно. В течение всей жизни никогда, никого. Должно быть всегда любишь слишком мало — и от этого все человеческие несчастья.","Должно быть, никогда не любишь достаточно. В течение всей жизни никогда, никого. Должно быть всегда любишь слишком мало — и от этого все человеческие несчастья."
"Мужчины женятся от усталости, женщины выходят замуж из любопытства. И тем и другим брак приносит разочарование.","Мужчины женятся от усталости, женщины выходят замуж из любопытства. И тем и другим брак приносит разочарование."
"Каждый человек может заблуждаться, но упорствовать в заблуждении может только глупец.","Каждый человек может заблуждаться, но упорствовать в заблуждении может только глупец."
"Я не понимаю, как можно иметь дело с человеком, которому нельзя доверять? Если в повозке нет оси, как можно на ней ездить?","Я не понимаю, как можно иметь дело с человеком, которому нельзя доверять? Если в повозке нет оси, как можно на ней ездить?"
"Всегда найдутся люди, которые причинят тебе боль. Нужно продолжать верить людям, просто быть чуточку осторожнее.","Всегда найдутся люди, которые причинят тебе боль. Нужно продолжать верить людям, просто быть чуточку осторожнее."
Дружба и доверие не покупаются и не продаются.,Дружба и доверие не покупаются и не продаются.
"Нет человека более одинокого, чем тот, кто пережил любимую.","Нет человека более одинокого, чем тот, кто пережил любимую."
"Этичное поведение должно основываться на симпатии к людям, образованности и социальных связях; религиозная основа вовсе не нужна.","Этичное поведение должно основываться на симпатии к людям, образованности и социальных связях; религиозная основа вовсе не нужна."
"Ничего нельзя вернуть. Ничто не возвращается. Так же, как не возвращается прожитое мгновение.","Ничего нельзя вернуть. Ничто не возвращается. Так же, как не возвращается прожитое мгновение."
"Будь, как огонь, горяч, будь, как вода, прозрачен,
Не становись, как пыль, покорен всем ветрам.","Будь, как огонь, горяч, будь, как вода, прозрачен,
Не становись, как пыль, покорен всем ветрам."
"Человек устает бороться и делает вид, что он помудрел.","Человек устает бороться и делает вид, что он помудрел."
"Кто придает большое значение мнению людей, делает им слишком много чести.","Кто придает большое значение мнению людей, делает им слишком много чести."
"Бог мой, как прошмыгнула жизнь, я даже никогда не слышала, как поют соловьи.","Бог мой, как прошмыгнула жизнь, я даже никогда не слышала, как поют соловьи."
"Самые плохие законы — в России, но этот недостаток компенсируется тем, что их никто не выполняет.","Самые плохие законы — в России, но этот недостаток компенсируется тем, что их никто не выполняет."
"Если нет дальнейшего роста, значит, близок закат.","Если нет дальнейшего роста, значит, близок закат."
"Человек становится мужественным, когда ему нечего терять. Мы малодушны только тогда, когда есть еще что-то, за что мы можем цепляться.","Человек становится мужественным, когда ему нечего терять. Мы малодушны только тогда, когда есть еще что-то, за что мы можем цепляться."
"Высшее счастье в жизни - это уверенность в том, что вас любят; любят ради вас самих, вернее сказать - любят вопреки вам.","Высшее счастье в жизни - это уверенность в том, что вас любят; любят ради вас самих, вернее сказать - любят вопреки вам."
"Эх, жизнь моя, жестянка! А ну её в болото!","Эх, жизнь моя, жестянка! А ну её в болото!"
Жить тоже нелегко.,Жить тоже нелегко.
"Нас приучили к одноклеточным словам, куцым мыслям, играй после этого Островского!","Нас приучили к одноклеточным словам, куцым мыслям, играй после этого Островского!"
"Кто ищет, вынужден блуждать.","Кто ищет, вынужден блуждать."
"Сами по себе мы ничего не значим. Не мы важны, а то, что мы храним в себе.","Сами по себе мы ничего не значим. Не мы важны, а то, что мы храним в себе."
"Человеческая жизнь тянется слишком долго для одной любви, просто слишком долго. Любовь чудесна, но кому-то из двух всегда становится скучно, а другой остается ни с чем, застынет и чего-то ждет... ждет как безумный.","Человеческая жизнь тянется слишком долго для одной любви, просто слишком долго. Любовь чудесна, но кому-то из двух всегда становится скучно, а другой остается ни с чем, застынет и чего-то ждет... ждет как безумный."
"Хамство — это грубость, наглость, нахальство, вместе взятые, но при этом — умноженные на безнаказанность.","Хамство — это грубость, наглость, нахальство, вместе взятые, но при этом — умноженные на безнаказанность."
"Понять проблемы других людей всегда проще, чем свои собственные.","Понять проблемы других людей всегда проще, чем свои собственные."
"Война — это некая акция, благодаря коей люди, которые не знают друг друга, убивают друг друга ради славы и выгоды людей, которые друг друга знают и друг друга не убивают.","Война — это некая акция, благодаря коей люди, которые не знают друг друга, убивают друг друга ради славы и выгоды людей, которые друг друга знают и друг друга не убивают."
"С этой жизнью короткою, равною вздоху,
Обращайся, как с данной тебе напрокат.","С этой жизнью короткою, равною вздоху,
Обращайся, как с данной тебе напрокат."
Народ не должен бояться своего правительства. Это правительство должно бояться своего народа.,Народ не должен бояться своего правительства. Это правительство должно бояться своего народа.
"Мы отстали, по крайней мере, лет на двести, у нас нет еще ровно ничего, нет определенного отношения к прошлому, мы только философствуем, жалуемся на тоску или пьем водку.","Мы отстали, по крайней мере, лет на двести, у нас нет еще ровно ничего, нет определенного отношения к прошлому, мы только философствуем, жалуемся на тоску или пьем водку."
"Я не ношу шляпы, чтобы ни перед кем ее не снимать.","Я не ношу шляпы, чтобы ни перед кем ее не снимать."
"Чтобы уйти от человека, надо иногда придумывать ложные причины. Потому что истинные бывают слишком жестоки. Но чтобы прийти, ничего не нужно придумывать. Надо просто прийти, и все...","Чтобы уйти от человека, надо иногда придумывать ложные причины. Потому что истинные бывают слишком жестоки. Но чтобы прийти, ничего не нужно придумывать. Надо просто прийти, и все..."
"В музыке есть прекрасная вещь — когда она попадает в тебя, ты не чувствуешь боли.","В музыке есть прекрасная вещь — когда она попадает в тебя, ты не чувствуешь боли."
"Я считаю, что вегетарианская диета, хотя бы благодаря ее чисто физическому воздействию на человеческий темперамент, должна в высшей степени благотворно сказаться на судьбе человечества.","Я считаю, что вегетарианская диета, хотя бы благодаря ее чисто физическому воздействию на человеческий темперамент, должна в высшей степени благотворно сказаться на судьбе человечества."
"Человек может найти смысл в жизни, только посвятив себя обществу.","Человек может найти смысл в жизни, только посвятив себя обществу."
"Сначала они тебя не замечают, потом смеются над тобой, затем борются с тобой. А потом ты побеждаешь.","Сначала они тебя не замечают, потом смеются над тобой, затем борются с тобой. А потом ты побеждаешь."
"Я никогда ни на кого не сержусь. Ни один человек не может сделать ничего такого, что заслуживало бы такой моей реакции. На людей сердишься, когда чувствуешь, что их поступки важны. Ничего подобного я давно не чувствую.","Я никогда ни на кого не сержусь. Ни один человек не может сделать ничего такого, что заслуживало бы такой моей реакции. На людей сердишься, когда чувствуешь, что их поступки важны. Ничего подобного я давно не чувствую."
"Нет большей трагедии для мужчины, чем полное отсутствие характера!","Нет большей трагедии для мужчины, чем полное отсутствие характера!"
"Вещи, которыми ты владеешь, в конце концов овладевают тобой.","Вещи, которыми ты владеешь, в конце концов овладевают тобой."
"Хоть человеческая жизнь и дороже всего, но мы всегда поступаем так, словно в мире существует нечто еще более ценное, чем человеческая жизнь...","Хоть человеческая жизнь и дороже всего, но мы всегда поступаем так, словно в мире существует нечто еще более ценное, чем человеческая жизнь..."
"Жалуются на черную полосу те, кому не хватает смелости перекрасить ее в белую...","Жалуются на черную полосу те, кому не хватает смелости перекрасить ее в белую..."
Если слабый и глупый человек жесток — это противно. Но если умный и смелый жесток — это страшно. Такой человек обязан быть добрым.,Если слабый и глупый человек жесток — это противно. Но если умный и смелый жесток — это страшно. Такой человек обязан быть добрым.
"Мне наплевать, что вы обо мне думаете. Я о вас не думаю вообще.","Мне наплевать, что вы обо мне думаете. Я о вас не думаю вообще."
"Жизнь, которая приносит и страдания и радости, это и есть настоящая жизнь.","Жизнь, которая приносит и страдания и радости, это и есть настоящая жизнь."
"Так как собственной смерти отсрочить нельзя,
Так как свыше указана смертным стезя,
Так как вечные вещи не слепишь из воска —
То и плакать об этом не стоит, друзья!","Так как собственной смерти отсрочить нельзя,
Так как свыше указана смертным стезя,
Так как вечные вещи не слепишь из воска —
То и плакать об этом не стоит, друзья!"
"Некто мудрый внушал задремавшему мне:
""Просыпайся! Счастливым не станешь во сне.
Брось ты это занятье, подобное смерти,
После смерти, Хайям, отоспишься вполне!""","Некто мудрый внушал задремавшему мне:
""Просыпайся! Счастливым не станешь во сне.
Брось ты это занятье, подобное смерти,
После смерти, Хайям, отоспишься вполне!"""
"Как и басня, так и жизнь, ценятся не за длину, но за содержание.","Как и басня, так и жизнь, ценятся не за длину, но за содержание."
Мы живём в слепом чреве администрации.,Мы живём в слепом чреве администрации.
Жестокость всегда проистекает из бессердечия и слабости.,Жестокость всегда проистекает из бессердечия и слабости.
"Выберите себе работу по душе, и вам не придется работать ни одного дня в своей жизни.","Выберите себе работу по душе, и вам не придется работать ни одного дня в своей жизни."
"Кто хочет - ищет возможности, кто не хочет - ищет причины.","Кто хочет - ищет возможности, кто не хочет - ищет причины."
"Когда любишь, не хочешь пить другой воды, кроме той, которую находишь в любимом источнике. Верность в таком случае — вещь естественная. В браке без любви менее чем через два месяца вода источника становится горькой.","Когда любишь, не хочешь пить другой воды, кроме той, которую находишь в любимом источнике. Верность в таком случае — вещь естественная. В браке без любви менее чем через два месяца вода источника становится горькой."
"Мудрый не знает волнений, человечный не знает забот, смелый не знает страха.","Мудрый не знает волнений, человечный не знает забот, смелый не знает страха."
"Вежливый человек должен относиться к своей жене так же, как и к любой незнакомой женщине, только в десять раз вежливее.","Вежливый человек должен относиться к своей жене так же, как и к любой незнакомой женщине, только в десять раз вежливее."
"Начинаешь курить, чтобы доказать, что ты мужчина. Потом пытаешься бросить курить, чтобы доказать, что ты мужчина.","Начинаешь курить, чтобы доказать, что ты мужчина. Потом пытаешься бросить курить, чтобы доказать, что ты мужчина."
"Даже в обществе двух человек я непременно найду, чему у них поучиться. Достоинствам их я постараюсь подражать, а на их недостатках сам буду учиться.","Даже в обществе двух человек я непременно найду, чему у них поучиться. Достоинствам их я постараюсь подражать, а на их недостатках сам буду учиться."
Хочешь собирать мед - не разоряй улья.,Хочешь собирать мед - не разоряй улья.
"Сколько людей называли меня фантазером, как насмехался над моими идеями наш заблуждающийся близорукий мир. Нас рассудит время.","Сколько людей называли меня фантазером, как насмехался над моими идеями наш заблуждающийся близорукий мир. Нас рассудит время."
"Мы потому и любим закат, что он бывает только один раз в день.","Мы потому и любим закат, что он бывает только один раз в день."
"Смысла нет постоянно себя утруждать,
Чтобы здесь, на Земле, заслужить благодать,
Что тебе предназначено, то и получишь,
И не больше, ни меньше. И нечего ждать.","Смысла нет постоянно себя утруждать,
Чтобы здесь, на Земле, заслужить благодать,
Что тебе предназначено, то и получишь,
И не больше, ни меньше. И нечего ждать."
"Дружите с умными, ибо друг дурак
Порой опаснее, чем умный враг.","Дружите с умными, ибо друг дурак
Порой опаснее, чем умный враг."
"Если хочешь, чтобы волшебство вошло в твою жизнь, откажись от своих защитных приспособлений.","Если хочешь, чтобы волшебство вошло в твою жизнь, откажись от своих защитных приспособлений."
"В кино, когда звонят и на том конце вешают трубку, слышны сигналы «занято». Но в жизни, когда на том конце вешают трубку, телефон просто хранит тишину. Жуткую тишину. Мы стоим там и слушаем ее долгое время.","В кино, когда звонят и на том конце вешают трубку, слышны сигналы «занято». Но в жизни, когда на том конце вешают трубку, телефон просто хранит тишину. Жуткую тишину. Мы стоим там и слушаем ее долгое время."
Что же судьба? Каждый сам себе судьба!,Что же судьба? Каждый сам себе судьба!
"Падает тот, кто бежит. Тот, кто ползет, не падает.","Падает тот, кто бежит. Тот, кто ползет, не падает."
"Мудрый человек не делает другим того, чего он не желает, чтобы ему сделали.","Мудрый человек не делает другим того, чего он не желает, чтобы ему сделали."
"Наша память избирательна, как урна.","Наша память избирательна, как урна."
Глаза слепы. Искать надо сердцем.,Глаза слепы. Искать надо сердцем.
"Ужасно то, что нельзя вырвать с корнем прошлого. Нельзя вырвать, но можно скрыть память о нем.","Ужасно то, что нельзя вырвать с корнем прошлого. Нельзя вырвать, но можно скрыть память о нем."
"Не удерживай то, что уходит, и не отталкивай то, что приходит. И тогда счастье само найдет тебя.","Не удерживай то, что уходит, и не отталкивай то, что приходит. И тогда счастье само найдет тебя."
Будьте строги к себе и мягки к другим. Так вы оградите себя от людской неприязни.,Будьте строги к себе и мягки к другим. Так вы оградите себя от людской неприязни.
"Даже самые грустные вещи перестают быть самыми грустными, если относиться к ним правильно.","Даже самые грустные вещи перестают быть самыми грустными, если относиться к ним правильно."
"Есть преступления хуже, чем сжигать книги. Например - не читать их.","Есть преступления хуже, чем сжигать книги. Например - не читать их."
"Все мы мечтаем о каком-то волшебном саде роз, который находится за горизонтом, вместо того, чтобы наслаждаться розами, которые цветут прямо за нашим окном.","Все мы мечтаем о каком-то волшебном саде роз, который находится за горизонтом, вместо того, чтобы наслаждаться розами, которые цветут прямо за нашим окном."
"Успевает всюду тот, кто никуда не торопится.","Успевает всюду тот, кто никуда не торопится."
В большинстве случаев конец — это начало!,В большинстве случаев конец — это начало!
Только мечта помогает нам примириться с действительностью.,Только мечта помогает нам примириться с действительностью.
"Долго ль будешь ты всяким скотам угождать?
Только муха за харч может душу отдать!
Кровью сердца питайся, но будь независим.
Лучше слёзы глотать, чем объедки глодать.","Долго ль будешь ты всяким скотам угождать?
Только муха за харч может душу отдать!
Кровью сердца питайся, но будь независим.
Лучше слёзы глотать, чем объедки глодать."
Кирпич ни с того ни с сего никому и никогда на голову не свалится.,Кирпич ни с того ни с сего никому и никогда на голову не свалится.
"Склероз нельзя вылечить, но о нем можно забыть.","Склероз нельзя вылечить, но о нем можно забыть."
Благородный встречает гнев и милость высших с равным достоинством.,Благородный встречает гнев и милость высших с равным достоинством.
"Свобода — это роскошь, которую не каждый может себе позволить.","Свобода — это роскошь, которую не каждый может себе позволить."
"Ты не должен бороться за то, чтобы жить так, как тебя хочется. Живи так, как хочешь, и плати за это требуемую цену, какой бы она ни была.","Ты не должен бороться за то, чтобы жить так, как тебя хочется. Живи так, как хочешь, и плати за это требуемую цену, какой бы она ни была."
"Пока есть жизнь, есть и надежда.","Пока есть жизнь, есть и надежда."
"Раз ты спрашиваешь, жениться тебе или не жениться, то не женись.","Раз ты спрашиваешь, жениться тебе или не жениться, то не женись."
"Жизнь не всегда дает вторую попытку, и подарки, которые она тебе преподносит, лучше принимать.","Жизнь не всегда дает вторую попытку, и подарки, которые она тебе преподносит, лучше принимать."
"Известно, в мире все лишь суета сует:
Будь весел, не горюй, стоит на этом свет.
Что было, то прошло, что будет — неизвестно,
Так не тужи о том, чего сегодня нет.","Известно, в мире все лишь суета сует:
Будь весел, не горюй, стоит на этом свет.
Что было, то прошло, что будет — неизвестно,
Так не тужи о том, чего сегодня нет."
