Question,Answer
Самое быстрое средство увеличить свое состояние — это уменьшить свои потребности.,Самое быстрое средство увеличить свое состояние — это уменьшить свои потребности.
"Не предаст тот, кто знает, насколько это больно.","Не предаст тот, кто знает, насколько это больно."
Отчаявшаяся кошка может вырвать своими когтями глаза тигру.,Отчаявшаяся кошка может вырвать своими когтями глаза тигру.
Комфорт губит способность действовать.,Комфорт губит способность действовать.
"Природный ум может заменить любое образование, но никакое образование не может заменить природного ума.","Природный ум может заменить любое образование, но никакое образование не может заменить природного ума."
"Всегда есть такой человек, который изо всех сил хочет высказаться последним.","Всегда есть такой человек, который изо всех сил хочет высказаться последним."
"Гораздо легче стать отцом, чем остаться им.","Гораздо легче стать отцом, чем остаться им."
"Истинные законы покоятся в человеческой природе; кто действует вопреки им, тот испытывает на себе последствия этого.","Истинные законы покоятся в человеческой природе; кто действует вопреки им, тот испытывает на себе последствия этого."
"Лучше умереть, когда хочется жить, чем дожить до того момента, когда захочется умереть.","Лучше умереть, когда хочется жить, чем дожить до того момента, когда захочется умереть."
"Когда уходите на пять минут,
Не забывайте оставлять тепло в ладонях.
В ладонях тех, которые вас ждут,
В ладонях тех, которые вас помнят...","Когда уходите на пять минут,
Не забывайте оставлять тепло в ладонях.
В ладонях тех, которые вас ждут,
В ладонях тех, которые вас помнят..."
Всегда ори с толпой — мое правило. Только так ты в безопасности.,Всегда ори с толпой — мое правило. Только так ты в безопасности.
"Внутри каждого пожилого человека есть молодой, недоумевающий о том, что случилось.","Внутри каждого пожилого человека есть молодой, недоумевающий о том, что случилось."
"Если у нас все хорошо, мы начинаем искать приключений на свою голову.","Если у нас все хорошо, мы начинаем искать приключений на свою голову."
Нельзя сидеть на месте — вдруг где-то рядом оазис?,Нельзя сидеть на месте — вдруг где-то рядом оазис?
"Любовь к прошедшему времени чаще есть не что иное, как ненависть ко времени настоящему.","Любовь к прошедшему времени чаще есть не что иное, как ненависть ко времени настоящему."
"Из молодости в старость бери с припасом мудрость, ибо нет достояния надёжнее.","Из молодости в старость бери с припасом мудрость, ибо нет достояния надёжнее."
"Если мы будем с благодарностью и мужеством переносить все случающееся, то всякое несчастье непременно будет иметь благой для нас конец и сопровождаться многими благами.","Если мы будем с благодарностью и мужеством переносить все случающееся, то всякое несчастье непременно будет иметь благой для нас конец и сопровождаться многими благами."
"Что является спасением для одного, губит другого.","Что является спасением для одного, губит другого."
Жизнь расстилалась вокруг необозримым минным полем.,Жизнь расстилалась вокруг необозримым минным полем.
"Дружите с умными, ибо друг дурак
Порой опаснее, чем умный враг.","Дружите с умными, ибо друг дурак
Порой опаснее, чем умный враг."
"Если когда-нибудь, гоняясь за счастьем, вы найдете его, вы, подобно старухе, искавшей свои очки, обнаружите, что счастье было все время у вас на носу.","Если когда-нибудь, гоняясь за счастьем, вы найдете его, вы, подобно старухе, искавшей свои очки, обнаружите, что счастье было все время у вас на носу."
"Жизнь сама по себе — ни благо, ни зло: она вместилище и блага, и зла, смотря по тому, во что вы сами превратили ее.","Жизнь сама по себе — ни благо, ни зло: она вместилище и блага, и зла, смотря по тому, во что вы сами превратили ее."
"Когда человек перестает верить в себя, он начинает верить в счастливый случай.","Когда человек перестает верить в себя, он начинает верить в счастливый случай."
"Будь вежлив с людьми на пути своего карьерного роста, поскольку ты обязательно с ними еще раз встретишься во время своего падения.","Будь вежлив с людьми на пути своего карьерного роста, поскольку ты обязательно с ними еще раз встретишься во время своего падения."
Жить было больно.,Жить было больно.
"Все мы ценим добро, лишь теряя его невозвратно.","Все мы ценим добро, лишь теряя его невозвратно."
"Ничего нет хорошего, когда приходится кого-то ненавидеть.","Ничего нет хорошего, когда приходится кого-то ненавидеть."
"Всё, что человек способен представить в воображении, другие сумеют претворить в жизнь.","Всё, что человек способен представить в воображении, другие сумеют претворить в жизнь."
"Откуда человеку заранее знать, что он будет делать? Ничего нельзя знать заранее!","Откуда человеку заранее знать, что он будет делать? Ничего нельзя знать заранее!"
Без отчаяния в жизни нет и любви к жизни.,Без отчаяния в жизни нет и любви к жизни.
"Мир полон добрых людей, но замечаешь это, лишь когда оказываешься в беде. И это является своего рода компенсацией за трудные минуты жизни.","Мир полон добрых людей, но замечаешь это, лишь когда оказываешься в беде. И это является своего рода компенсацией за трудные минуты жизни."
"Если вы хотите найти счастье, перестаньте думать о благодарности и неблагодарности и предавайтесь внутренней радости, которую приносит сама самоотдача.","Если вы хотите найти счастье, перестаньте думать о благодарности и неблагодарности и предавайтесь внутренней радости, которую приносит сама самоотдача."
"В старости тоже есть смысл. Она даёт нам перед смертью передышку, чтобы мы успели сообразить, почему жили так, а не иначе.","В старости тоже есть смысл. Она даёт нам перед смертью передышку, чтобы мы успели сообразить, почему жили так, а не иначе."
"Хочешь всего и сразу, а получаешь ничего и постепенно.","Хочешь всего и сразу, а получаешь ничего и постепенно."
Нужно находить баланс между свободой и долгом.,Нужно находить баланс между свободой и долгом.
"Честность — лучшая политика, особенно когда подкреплена деньгами.","Честность — лучшая политика, особенно когда подкреплена деньгами."
"Живи так, чтобы никогда не было стыдно, если что-то, что ты делаешь или говоришь, станет известно всему свету, — даже если то, что станет известно, будет неправдой.","Живи так, чтобы никогда не было стыдно, если что-то, что ты делаешь или говоришь, станет известно всему свету, — даже если то, что станет известно, будет неправдой."
"Следует считать всех людей честными, но жить с ними надо как с мошенниками.","Следует считать всех людей честными, но жить с ними надо как с мошенниками."
Я никогда не мог разрешить роковой вопрос: где у меня кончается притворство и начинается искренность.,Я никогда не мог разрешить роковой вопрос: где у меня кончается притворство и начинается искренность.
Всегда поступай правильно. Это доставит удовольствие некоторым людям и удивит всех прочих.,Всегда поступай правильно. Это доставит удовольствие некоторым людям и удивит всех прочих.
"Следует больше опасаться последствий доверчивости, нежели последствий недоверия.","Следует больше опасаться последствий доверчивости, нежели последствий недоверия."
"Каждый человек обладает тем, что ему совершенно не нужно, а тем, что ему необходимо, владеют другие.","Каждый человек обладает тем, что ему совершенно не нужно, а тем, что ему необходимо, владеют другие."
"Как день и ночь бегают, гоняясь друг за другом, вокруг земли, так и ты бегай от дум про жизнь, чтоб не разлюбить ее. А задумаешься - разлюбишь жизнь, это всегда так бывает.","Как день и ночь бегают, гоняясь друг за другом, вокруг земли, так и ты бегай от дум про жизнь, чтоб не разлюбить ее. А задумаешься - разлюбишь жизнь, это всегда так бывает."
"Взрослые слишком часто живут рядом с миром детей, не пытаясь понять его. А ребенок между тем пристально наблюдает за миром своих родителей; он старается постичь и оценить его.","Взрослые слишком часто живут рядом с миром детей, не пытаясь понять его. А ребенок между тем пристально наблюдает за миром своих родителей; он старается постичь и оценить его."
"Чем старше становится человек, тем больше он противится переменам, особенно переменам к лучшему.","Чем старше становится человек, тем больше он противится переменам, особенно переменам к лучшему."
"Я помню осенние ночи,
Березовый шорох теней,
Пусть дни тогда были короче,
Луна нам светила длинней.","Я помню осенние ночи,
Березовый шорох теней,
Пусть дни тогда были короче,
Луна нам светила длинней."
"Если маленький человек бросает большую тень, значит солнце садится.","Если маленький человек бросает большую тень, значит солнце садится."
"Политика провозглашает великие принципы, но признает только право сильного.","Политика провозглашает великие принципы, но признает только право сильного."
"Столько есть всего, о чём надо подумать. Зачем забивать себе голову тем, чего уже не вернёшь, — надо думать о том, что ещё можно изменить.","Столько есть всего, о чём надо подумать. Зачем забивать себе голову тем, чего уже не вернёшь, — надо думать о том, что ещё можно изменить."
"Берегись человека, не ответившего на твой удар: он никогда не простит тебе и не позволит простить себя.","Берегись человека, не ответившего на твой удар: он никогда не простит тебе и не позволит простить себя."
"Садиться за стол переговоров с врагами лучше, чем ложиться с ними в могилу.","Садиться за стол переговоров с врагами лучше, чем ложиться с ними в могилу."
"Иногда мне хочется вернуться в прошлое и исправить ошибки, но я понимаю, что тогда уйдёт и радость.","Иногда мне хочется вернуться в прошлое и исправить ошибки, но я понимаю, что тогда уйдёт и радость."
"Человек должен иметь собственное жилье, пусть маленькое и тесное, но свое. Место, где он мог бы побыть один. Это очень важно для поддержания ясности ума.","Человек должен иметь собственное жилье, пусть маленькое и тесное, но свое. Место, где он мог бы побыть один. Это очень важно для поддержания ясности ума."
Всю свою жизнь я проплавала в унитазе стилем баттерфляй.,Всю свою жизнь я проплавала в унитазе стилем баттерфляй.
Самый бездарный способ распорядиться своей жизнью - все время плыть по течению.,Самый бездарный способ распорядиться своей жизнью - все время плыть по течению.
"Считают, что успех приходит к тем, кто рано встает. Нет: успех приходит к тем, кто встает в хорошем настроении.","Считают, что успех приходит к тем, кто рано встает. Нет: успех приходит к тем, кто встает в хорошем настроении."
Глубина близости к другому человеку обратно пропорциональна количеству прочих людей в нашей жизни.,Глубина близости к другому человеку обратно пропорциональна количеству прочих людей в нашей жизни.
"Мы без конца ругаем товарища Сталина, и, разумеется, за дело. И всё же я хочу спросить — кто написал четыре миллиона доносов?","Мы без конца ругаем товарища Сталина, и, разумеется, за дело. И всё же я хочу спросить — кто написал четыре миллиона доносов?"
Люди не умеют жить. Их этому не учат.,Люди не умеют жить. Их этому не учат.
"Тому, кто живет разумом, жизнь видится комедией. Для тех, кто живет чувствами или подвержен эмоциями, жизнь — это трагедия.","Тому, кто живет разумом, жизнь видится комедией. Для тех, кто живет чувствами или подвержен эмоциями, жизнь — это трагедия."
Излишняя снисходительность к преступнику указывает на предрасположенность быть им.,Излишняя снисходительность к преступнику указывает на предрасположенность быть им.
"Довольствуйся настоящим, но стремись к лучшему.","Довольствуйся настоящим, но стремись к лучшему."
В безутешных ситуациях люди всегда ищут утешения где только можно. И находят.,В безутешных ситуациях люди всегда ищут утешения где только можно. И находят.
"Жизнь многому учит, но только не такту, не отзывчивости, не умению помочь человеку в трудную минуту.","Жизнь многому учит, но только не такту, не отзывчивости, не умению помочь человеку в трудную минуту."
"Скрой то, что говоришь сам, узнай то, что говорят другие и станешь истинным князем.","Скрой то, что говоришь сам, узнай то, что говорят другие и станешь истинным князем."
"Самые богатые люди обычно болваны. Один такой как-то спросил меня: «Раз вы такой умный, что же вы не разбогатели». Я ответил: «Раз вы такой богатый, что же вы не поумнели?»","Самые богатые люди обычно болваны. Один такой как-то спросил меня: «Раз вы такой умный, что же вы не разбогатели». Я ответил: «Раз вы такой богатый, что же вы не поумнели?»"
"Наблюдая за парой, сидящей за столиком ресторана, по длине пауз в их разговоре можно судить о том, как давно они живут вместе.","Наблюдая за парой, сидящей за столиком ресторана, по длине пауз в их разговоре можно судить о том, как давно они живут вместе."
"Не верьте всем кто хныкал и пищал,
Расчётливо в доверье ваше вкрадываясь
Сомнительна скрываемая радость
И подозрительна болтливая печаль.","Не верьте всем кто хныкал и пищал,
Расчётливо в доверье ваше вкрадываясь
Сомнительна скрываемая радость
И подозрительна болтливая печаль."
"Ты мастер в том, что пережил, ремесленник в том, что переживаешь, и дилетант в том, что тебе предстоит пережить.","Ты мастер в том, что пережил, ремесленник в том, что переживаешь, и дилетант в том, что тебе предстоит пережить."
"Я заметила, что если не кушать хлеб, сахар, жирное мясо, не пить пиво с рыбкой – морда становится меньше, но грустнее.","Я заметила, что если не кушать хлеб, сахар, жирное мясо, не пить пиво с рыбкой – морда становится меньше, но грустнее."
"Подлинное счастье стоит недорого: если за него приходится платить высокую цену, значит, это фальшивка.","Подлинное счастье стоит недорого: если за него приходится платить высокую цену, значит, это фальшивка."
"Смерть — ничто, но жизнь в поражении и бесславии — это смерть каждый день.","Смерть — ничто, но жизнь в поражении и бесславии — это смерть каждый день."
"Мы живем, чтобы давать бой каждому новому дню.","Мы живем, чтобы давать бой каждому новому дню."
Умение вовремя заткнуться — талант великий и неоценимый.,Умение вовремя заткнуться — талант великий и неоценимый.
"Бывают люди, похожие на нули: им всегда необходимо, чтобы впереди них были цифры.","Бывают люди, похожие на нули: им всегда необходимо, чтобы впереди них были цифры."
"Чтобы получить, надо научиться отдавать.","Чтобы получить, надо научиться отдавать."
"Хочешь порадоваться мгновение — отомсти, хочешь радоваться всю жизнь — прости.","Хочешь порадоваться мгновение — отомсти, хочешь радоваться всю жизнь — прости."
Умеренность служит надёжной защитой от пороков. Только с пользой прожитая жизнь долга.,Умеренность служит надёжной защитой от пороков. Только с пользой прожитая жизнь долга.
"От своего города я требую: асфальта, канализации и горячей воды. Что касается культуры, то культурен я сам.","От своего города я требую: асфальта, канализации и горячей воды. Что касается культуры, то культурен я сам."
"Если бы нас не одолевала гордыня, мы не жаловались бы на гордыню других.","Если бы нас не одолевала гордыня, мы не жаловались бы на гордыню других."
"Людям вовсе не по вкусу, когда кто-то умней их.","Людям вовсе не по вкусу, когда кто-то умней их."
"Быть искренним в жизни значит вступить в бой с неравным оружием и бороться с открытой грудью против человека, защищенного панцирем и готового нанести вам удар кинжалом.","Быть искренним в жизни значит вступить в бой с неравным оружием и бороться с открытой грудью против человека, защищенного панцирем и готового нанести вам удар кинжалом."
"Запомни, жизнь - как маленькое одеяльце: потянешь наверх – мерзнут ноги, потянешь вниз – голова. Жить умеет тот, кто сворачивается калачиком...","Запомни, жизнь - как маленькое одеяльце: потянешь наверх – мерзнут ноги, потянешь вниз – голова. Жить умеет тот, кто сворачивается калачиком..."
"Он мог предсказывать войны и голод; впрочем, это было нетрудно: всегда где-нибудь да воюют и почти всегда где-нибудь голодают.","Он мог предсказывать войны и голод; впрочем, это было нетрудно: всегда где-нибудь да воюют и почти всегда где-нибудь голодают."
"У нас нет середины: либо в рыло, либо ручку пожалуйте!","У нас нет середины: либо в рыло, либо ручку пожалуйте!"
Красивые мужчины всегда эгоисты.,Красивые мужчины всегда эгоисты.
"Я знаю мир: в нём вор сидит на воре,
Мудрец всегда проигрывает спор с глупцом,
Бесчестный – честного стыдит,
А капля счастья тонет в море горя...","Я знаю мир: в нём вор сидит на воре,
Мудрец всегда проигрывает спор с глупцом,
Бесчестный – честного стыдит,
А капля счастья тонет в море горя..."
"У всех нас есть неистребимая потребность быть принятыми. Но необходимо доверять собственной уникальности. Даже если остальным ваши убеждения кажутся глупыми или странными. Даже если все стадо блеет, что это бред.","У всех нас есть неистребимая потребность быть принятыми. Но необходимо доверять собственной уникальности. Даже если остальным ваши убеждения кажутся глупыми или странными. Даже если все стадо блеет, что это бред."
"Жизнь подобна музыке. Её надо творить с помощью слуха, интуиции и чувства, а не выстраивать по правилам.","Жизнь подобна музыке. Её надо творить с помощью слуха, интуиции и чувства, а не выстраивать по правилам."
Когда один человек одержим иллюзиями — это называют умопомешательством. Когда много людей одержимо иллюзиями — это называют религией.,Когда один человек одержим иллюзиями — это называют умопомешательством. Когда много людей одержимо иллюзиями — это называют религией.
"Я хочу жить с тобой... Долго, счастливо и скучно!","Я хочу жить с тобой... Долго, счастливо и скучно!"
"Искусство развлечения всегда было, но оно должно занимать свое место. Расцвет индустрии развлечений свидетельствует о неправильно понятой свободе.","Искусство развлечения всегда было, но оно должно занимать свое место. Расцвет индустрии развлечений свидетельствует о неправильно понятой свободе."
Смерть превращает жизнь в судьбу.,Смерть превращает жизнь в судьбу.
"До женитьбы у меня было шесть теорий относительно воспитания детей; теперь у меня шестеро детей и ни одной теории.","До женитьбы у меня было шесть теорий относительно воспитания детей; теперь у меня шестеро детей и ни одной теории."
"Не наружность надо украшать, но быть красивым в духовных начинаниях.","Не наружность надо украшать, но быть красивым в духовных начинаниях."
Вовремя смыться - тоже большое искусство.,Вовремя смыться - тоже большое искусство.
"Не семья должна быть мечтой, а человек, с которым можно разделить свою мечту.","Не семья должна быть мечтой, а человек, с которым можно разделить свою мечту."
"Никогда не бываешь в расчете с теми, кто нам помог. Когда денежный долг возвращен, остается долг благодарности.","Никогда не бываешь в расчете с теми, кто нам помог. Когда денежный долг возвращен, остается долг благодарности."
"Мы сами создаем все свои переживания. И всё, что мы сами создали, мы сами можем и уничтожить.","Мы сами создаем все свои переживания. И всё, что мы сами создали, мы сами можем и уничтожить."
"У матери уходит двадцать лет на то, чтобы сделать из мальчика мужчину, а другая женщина за двадцать минут сделает из мужчины идиота.","У матери уходит двадцать лет на то, чтобы сделать из мальчика мужчину, а другая женщина за двадцать минут сделает из мужчины идиота."
"Ничто так не ускоряет старости, как неумеренные попойки, необузданная любовь и не знающая меры похотливость.","Ничто так не ускоряет старости, как неумеренные попойки, необузданная любовь и не знающая меры похотливость."
"Размениваясь на мелочи, рискуете потерять целое.","Размениваясь на мелочи, рискуете потерять целое."
"Причина язвы не в том, что вы едите, а в том, что гложет вас.","Причина язвы не в том, что вы едите, а в том, что гложет вас."
"Раньше женщины кормили грудью младенцев, теперь — кинопродюсеров.","Раньше женщины кормили грудью младенцев, теперь — кинопродюсеров."
"Не видеть спокойной жизни тому, кто слишком много думает о ее продлении.","Не видеть спокойной жизни тому, кто слишком много думает о ее продлении."
"Кто помогает тебе строить хитроумные планы достижения твоей цели — тот, гораздо вероятнее, использует тебя как фигуру для собственных целей.","Кто помогает тебе строить хитроумные планы достижения твоей цели — тот, гораздо вероятнее, использует тебя как фигуру для собственных целей."
"Но там, где все горды развратом,
Понятия перемешав,
Там правый будет виноватым,
А виноватый будет прав.","Но там, где все горды развратом,
Понятия перемешав,
Там правый будет виноватым,
А виноватый будет прав."
Мы выдумываем ценности. Априори жизнь не имеет смысла. Это мы создаем ей смысл.,Мы выдумываем ценности. Априори жизнь не имеет смысла. Это мы создаем ей смысл.
"Человек, который почувствовал ветер перемен, должен строить не щит от ветра, а ветряную мельницу.","Человек, который почувствовал ветер перемен, должен строить не щит от ветра, а ветряную мельницу."
У каждого человека свои звезды.,У каждого человека свои звезды.
"Человек, который не делает ошибок, обычно вообще ничего не делает.","Человек, который не делает ошибок, обычно вообще ничего не делает."
"Как ни крути, женщина в жизни мужчины бывает только одна. Все остальные — ее тени...","Как ни крути, женщина в жизни мужчины бывает только одна. Все остальные — ее тени..."
"Привычное всегда тебя тянет, а новизна, наоборот, отпугивает.","Привычное всегда тебя тянет, а новизна, наоборот, отпугивает."
"Господи, как скучно мы живем! В нас пропал дух авантюризма! Мы перестали лазить в окна к любимым женщинам, мы перестали делать большие хорошие глупости...","Господи, как скучно мы живем! В нас пропал дух авантюризма! Мы перестали лазить в окна к любимым женщинам, мы перестали делать большие хорошие глупости..."
"Ни один человек, даже самый отрешенный, не свободен от радости быть чем-то (всем!) в чьей-нибудь жизни, особенно когда это — невольно.","Ни один человек, даже самый отрешенный, не свободен от радости быть чем-то (всем!) в чьей-нибудь жизни, особенно когда это — невольно."
"Когда я думал, что учусь жить, я учился умирать.","Когда я думал, что учусь жить, я учился умирать."
Хочешь познать что-нибудь — погрузись в это с головой.,Хочешь познать что-нибудь — погрузись в это с головой.
"Люди всегда смешны. И если осознать это, жизнь кажется намного легче.","Люди всегда смешны. И если осознать это, жизнь кажется намного легче."
"Холостяк живет как король и умирает как собака; женатый живет как собака, зато умирает как король.","Холостяк живет как король и умирает как собака; женатый живет как собака, зато умирает как король."
"Секс не важнее сандвича с сыром. Но если у вас до вечера не было ни крошки во рту, сандвич с сыром исключительно важен.","Секс не важнее сандвича с сыром. Но если у вас до вечера не было ни крошки во рту, сандвич с сыром исключительно важен."
"Один идет к ближнему, потому что он ищет себя, а другой — потому что он хотел бы потерять себя.","Один идет к ближнему, потому что он ищет себя, а другой — потому что он хотел бы потерять себя."
"Тот, кто призывает к добру, не должен рассчитывать на то, что люди очистят его путь от валунов.","Тот, кто призывает к добру, не должен рассчитывать на то, что люди очистят его путь от валунов."
Восемьдесят три процента всех дней в году начинаются одинаково: звенит будильник.,Восемьдесят три процента всех дней в году начинаются одинаково: звенит будильник.
"Мы чаще вспоминаем о человеке, когда он нужен нам, чем когда мы необходимы ему.","Мы чаще вспоминаем о человеке, когда он нужен нам, чем когда мы необходимы ему."
"Сегодня мы любим то, что завтра будем ненавидеть; сегодня ищем то, чего завтра будем избегать. Завтра нас будет приводить в трепет одна мысль о том, чего мы жаждем сегодня.","Сегодня мы любим то, что завтра будем ненавидеть; сегодня ищем то, чего завтра будем избегать. Завтра нас будет приводить в трепет одна мысль о том, чего мы жаждем сегодня."
"Встанем утром и руки друг другу пожмем,
На минуту забудем о горе своем,
С наслаждением вдохнем этот утренний воздух,
Полной грудью, пока еще дышим, вдохнем.","Встанем утром и руки друг другу пожмем,
На минуту забудем о горе своем,
С наслаждением вдохнем этот утренний воздух,
Полной грудью, пока еще дышим, вдохнем."
"Свобода человека в современном мире похожа на свободу человека, разгадывающего кроссворд: теоретически, он может вписать любое слово, но на самом деле он должен вписать только одно, чтобы кроссворд решился.","Свобода человека в современном мире похожа на свободу человека, разгадывающего кроссворд: теоретически, он может вписать любое слово, но на самом деле он должен вписать только одно, чтобы кроссворд решился."
"Не думайте, что вся жизнь впереди! Это — заблуждение. Промежуток между временем, когда человек еще молод, и временем, когда он уже стар, очень невелик.","Не думайте, что вся жизнь впереди! Это — заблуждение. Промежуток между временем, когда человек еще молод, и временем, когда он уже стар, очень невелик."
"Ни великой войны, ни великой депрессии. Наша война — война духовная, наша депрессия — наша жизнь.","Ни великой войны, ни великой депрессии. Наша война — война духовная, наша депрессия — наша жизнь."
"Все любовные сцены, которые начинаются на съемочной площадке, заканчиваются в гардеробной.","Все любовные сцены, которые начинаются на съемочной площадке, заканчиваются в гардеробной."
"Если б мог я найти путеводную нить,
Если б мог я надежду на рай сохранить, —
Не томился бы я в этой тесной темнице,
А спешил место жительства переменить!","Если б мог я найти путеводную нить,
Если б мог я надежду на рай сохранить, —
Не томился бы я в этой тесной темнице,
А спешил место жительства переменить!"
