Question,Answer
"Прошлое отражается в нашем сознании сразу двумя зеркалами: одно яркое, в нем видно то, что мы когда-то сказали или сделали, другое темное, заполненное невысказанным и несделанным.","Прошлое отражается в нашем сознании сразу двумя зеркалами: одно яркое, в нем видно то, что мы когда-то сказали или сделали, другое темное, заполненное невысказанным и несделанным."
"Счастье - это когда тебя понимают, большое счастье - это когда тебя любят, настоящее счастье - это когда любишь ты.","Счастье - это когда тебя понимают, большое счастье - это когда тебя любят, настоящее счастье - это когда любишь ты."
"Неправда, что женатые мужчины при виде красивой женщины забывают о том, что они женаты. В эту минуту их особенно удручает именно воспоминание об этом.","Неправда, что женатые мужчины при виде красивой женщины забывают о том, что они женаты. В эту минуту их особенно удручает именно воспоминание об этом."
"Важное, значительное не может успокоить нас... Утешает всегда мелочь, пустяк...","Важное, значительное не может успокоить нас... Утешает всегда мелочь, пустяк..."
"Всегда надо учиться новому, если есть возможность.","Всегда надо учиться новому, если есть возможность."
"Есть слова, которые остаются в душе на всю жизнь.","Есть слова, которые остаются в душе на всю жизнь."
"Нельзя остановить перемены, как нельзя остановить восход солнца.","Нельзя остановить перемены, как нельзя остановить восход солнца."
"Мы — послушные куклы в руках у творца!
Это сказано мною не ради словца.
Нас по сцене всевышний на ниточках водит
И пихает в сундук, доведя до конца.","Мы — послушные куклы в руках у творца!
Это сказано мною не ради словца.
Нас по сцене всевышний на ниточках водит
И пихает в сундук, доведя до конца."
"Не зли других и сам не злись,
Мы гости в этом бренном мире.
И, если что не так — смирись!
Будь поумней и улыбнись.
Холодной думай головой.
Ведь в мире все закономерно:
Зло, излученное тобой,
К тебе вернется непременно.","Не зли других и сам не злись,
Мы гости в этом бренном мире.
И, если что не так — смирись!
Будь поумней и улыбнись.
Холодной думай головой.
Ведь в мире все закономерно:
Зло, излученное тобой,
К тебе вернется непременно."
"""Почему?"" - это вопрос, о который до сих пор разбивалась вся логика, вся философия, вся наука.","""Почему?"" - это вопрос, о который до сих пор разбивалась вся логика, вся философия, вся наука."
Никто не становится хорошим человеком случайно.,Никто не становится хорошим человеком случайно.
Если мы перестанем делать глупости - значит мы состарились.,Если мы перестанем делать глупости - значит мы состарились.
"Успех – это идея плюс воплощенный выбор. Оглянись вокруг: все, что ты видишь, к чему можешь прикоснуться руками, когда-то было лишь невидимой идеей, пока некто не воплотил ее в жизнь.","Успех – это идея плюс воплощенный выбор. Оглянись вокруг: все, что ты видишь, к чему можешь прикоснуться руками, когда-то было лишь невидимой идеей, пока некто не воплотил ее в жизнь."
"При встрече с достойным человеком думай о том, как сравняться с ним. Встречаясь с низким человеком, присматривайся к самому себе и сам себя суди.","При встрече с достойным человеком думай о том, как сравняться с ним. Встречаясь с низким человеком, присматривайся к самому себе и сам себя суди."
"Воображение важнее, чем знания. Знания ограничены, тогда как воображение охватывает целый мир, стимулируя прогресс, порождая эволюцию.","Воображение важнее, чем знания. Знания ограничены, тогда как воображение охватывает целый мир, стимулируя прогресс, порождая эволюцию."
"Развод отвратителен не только потому, что разлучает супругов, но и потому, что мужчину при этом называют свободным, а женщину — брошенной.","Развод отвратителен не только потому, что разлучает супругов, но и потому, что мужчину при этом называют свободным, а женщину — брошенной."
"Возможно, в этом мире ты — всего лишь человек, но для кого-то ты — весь мир.","Возможно, в этом мире ты — всего лишь человек, но для кого-то ты — весь мир."
"Новость сообщает тебе о том, что люди делали. А сплетня говорит, какое удовольствие они от этого получили.","Новость сообщает тебе о том, что люди делали. А сплетня говорит, какое удовольствие они от этого получили."
"Есть только два способа прожить свою жизнь. Первый – так, будто никаких чудес не бывает. Второй – так, будто все на свете является чудом.","Есть только два способа прожить свою жизнь. Первый – так, будто никаких чудес не бывает. Второй – так, будто все на свете является чудом."
"Старость - это просто свинство. Я считаю, что это невежество Бога, когда он позволяет доживать до старости.","Старость - это просто свинство. Я считаю, что это невежество Бога, когда он позволяет доживать до старости."
"Достойна только та жизнь, которая прожита ради других людей.","Достойна только та жизнь, которая прожита ради других людей."
Тебя обидел добрый человек? – Не верь. Дурной? – Не удивляйся.,Тебя обидел добрый человек? – Не верь. Дурной? – Не удивляйся.
Советов мы не любим – нам нужно поддакивание.,Советов мы не любим – нам нужно поддакивание.
"Есть люди, в которых живёт Бог; есть люди, в которых живёт Дьявол; а есть люди, в которых живут только глисты.","Есть люди, в которых живёт Бог; есть люди, в которых живёт Дьявол; а есть люди, в которых живут только глисты."
"Хотя мы никогда не забываем свою первую любовь, она всегда проходит.","Хотя мы никогда не забываем свою первую любовь, она всегда проходит."
"Никогда не переставай улыбаться! Даже когда тебе грустно, кто-то может влюбиться в твою улыбку.","Никогда не переставай улыбаться! Даже когда тебе грустно, кто-то может влюбиться в твою улыбку."
Имейте мужество жить. Умереть-то любой может.,Имейте мужество жить. Умереть-то любой может.
Одиночество как состояние не поддается лечению.,Одиночество как состояние не поддается лечению.
"Мужчина становится мужчиной только после того, как он завоюет любовь женщины, заслужит ее уважение и сохранит ее доверие, а без этого он не мужчина.","Мужчина становится мужчиной только после того, как он завоюет любовь женщины, заслужит ее уважение и сохранит ее доверие, а без этого он не мужчина."
"Ты выбрался из грязи в князи,
Но, быстро князем становясь,
Не позабудь, чтобы не сглазить,
Не вечны князи - вечна грязь.","Ты выбрался из грязи в князи,
Но, быстро князем становясь,
Не позабудь, чтобы не сглазить,
Не вечны князи - вечна грязь."
Без музыки жизнь была бы ошибкой.,Без музыки жизнь была бы ошибкой.
"Много лет размышлял я над жизнью земной.
Непонятного нет для меня под луной.
Мне известно, что мне ничего не известно, —
Вот последний секрет из постигнутых мной.","Много лет размышлял я над жизнью земной.
Непонятного нет для меня под луной.
Мне известно, что мне ничего не известно, —
Вот последний секрет из постигнутых мной."
"Приходится признать, что мы одиноки на этой планете, каждый из нас совершенно одинок, и чем скорее мы это признаем, тем лучше для нас.","Приходится признать, что мы одиноки на этой планете, каждый из нас совершенно одинок, и чем скорее мы это признаем, тем лучше для нас."
"Дружба между мужчиной и женщиной — это отношения либо бывших любовников, либо будущих.","Дружба между мужчиной и женщиной — это отношения либо бывших любовников, либо будущих."
В этой жизни вам нужны только невежество и уверенность в себе — и успех вам обеспечен.,В этой жизни вам нужны только невежество и уверенность в себе — и успех вам обеспечен.
"Бывают времена, когда люди принимают коллективную вонь за единство духа.","Бывают времена, когда люди принимают коллективную вонь за единство духа."
"Единственный человек, с которым вы должны сравнивать себя — это вы в прошлом. И единственный человек, лучше которого вы должны быть — это вы сейчас.","Единственный человек, с которым вы должны сравнивать себя — это вы в прошлом. И единственный человек, лучше которого вы должны быть — это вы сейчас."
Самая большая помеха жизни — ожидание завтрашнего дня и потеря сегодняшнего дня.,Самая большая помеха жизни — ожидание завтрашнего дня и потеря сегодняшнего дня.
"Сострадание к животным так тесно связано с добротой характера, что можно с уверенностью утверждать: кто жесток с животными, тот не может быть добрым человеком.","Сострадание к животным так тесно связано с добротой характера, что можно с уверенностью утверждать: кто жесток с животными, тот не может быть добрым человеком."
"Если толпу напугать, то она либо распинает, либо поклоняется.","Если толпу напугать, то она либо распинает, либо поклоняется."
"Мы в ответе за тех, кого приручили...","Мы в ответе за тех, кого приручили..."
"Благородный ни от кого не ожидает обмана, но когда его обманывают, он первый замечает это.","Благородный ни от кого не ожидает обмана, но когда его обманывают, он первый замечает это."
"Страшно, когда тебе внутри восемнадцать, когда восхищаешься прекрасной музыкой, стихами, живописью, а тебе уже пора, ты ничего не успела, а только начинаешь жить!","Страшно, когда тебе внутри восемнадцать, когда восхищаешься прекрасной музыкой, стихами, живописью, а тебе уже пора, ты ничего не успела, а только начинаешь жить!"
"Я ведь еще помню порядочных людей...  Боже, какая я старая!","Я ведь еще помню порядочных людей...  Боже, какая я старая!"
"Увы, не много дней нам здесь побыть дано,
Прожить их без любви и без вина — грешно.
Не стоит размышлять, мир этот стар иль молод:
Коль суждено уйти — не все ли нам равно?","Увы, не много дней нам здесь побыть дано,
Прожить их без любви и без вина — грешно.
Не стоит размышлять, мир этот стар иль молод:
Коль суждено уйти — не все ли нам равно?"
"Пока выбор не сделан, все на свете возможно.","Пока выбор не сделан, все на свете возможно."
Российская власть должна держать свой народ в состоянии постоянного изумления.,Российская власть должна держать свой народ в состоянии постоянного изумления.
Национализм — детская болезнь. Это корь человечества.,Национализм — детская болезнь. Это корь человечества.
"Не плачь, потому что это закончилось. Улыбнись, потому что это было.","Не плачь, потому что это закончилось. Улыбнись, потому что это было."
"Слушай беззвучие, слушай и наслаждайся тем, чего тебе не давали в жизни — тишиной.","Слушай беззвучие, слушай и наслаждайся тем, чего тебе не давали в жизни — тишиной."
"Детство - этот огромный край, откуда приходит каждый! Откуда я родом? Я родом из моего детства, словно из какой-то страны...","Детство - этот огромный край, откуда приходит каждый! Откуда я родом? Я родом из моего детства, словно из какой-то страны..."
"Трудно поверить, что кто-либо, прожив жизнь, не считал бы ее в глубине души неудачной.","Трудно поверить, что кто-либо, прожив жизнь, не считал бы ее в глубине души неудачной."
Стены не защищают. Они изолируют.,Стены не защищают. Они изолируют.
"Кто никогда не совершал ошибок, тот никогда не пробовал что-то новое.","Кто никогда не совершал ошибок, тот никогда не пробовал что-то новое."
"Эй вы, задние, делай как я!
Это значит - не надо за мной.
Колея эта - только моя,
Выбирайтесь своей колеей!","Эй вы, задние, делай как я!
Это значит - не надо за мной.
Колея эта - только моя,
Выбирайтесь своей колеей!"
"Воображение — это самое главное, оно является отражением того, что мы притягиваем в свою жизнь.","Воображение — это самое главное, оно является отражением того, что мы притягиваем в свою жизнь."
"Жизнь проявляется не в состояниях, а в действиях.","Жизнь проявляется не в состояниях, а в действиях."
"Того, кто не задумывается о далеких трудностях, непременно поджидают близкие неприятности.","Того, кто не задумывается о далеких трудностях, непременно поджидают близкие неприятности."
"О чем скорбеть? Клянусь дыханьем,
Есть в жизни два ничтожных дня:
День, ставший мне воспоминаньем,
И не наставший для меня.","О чем скорбеть? Клянусь дыханьем,
Есть в жизни два ничтожных дня:
День, ставший мне воспоминаньем,
И не наставший для меня."
Я не боялся казаться смешным. Это не каждый может себе позволить.,Я не боялся казаться смешным. Это не каждый может себе позволить.
"Жизни стыдно за тех, кто сидит и скорбит,
Кто не помнит утех, не прощает обид.","Жизни стыдно за тех, кто сидит и скорбит,
Кто не помнит утех, не прощает обид."
"Некто спросил: ""Правильно ли говорят, что за зло нужно платить добром?"" Учитель сказал: ""А чем же тогда платить за добро? За зло надо платить по справедливости, а за добро — добром"".","Некто спросил: ""Правильно ли говорят, что за зло нужно платить добром?"" Учитель сказал: ""А чем же тогда платить за добро? За зло надо платить по справедливости, а за добро — добром""."
У вас не будет второго шанса произвести первое впечатление.,У вас не будет второго шанса произвести первое впечатление.
"Благородный живет в согласии со всеми, а низкий человек ищет себе подобных.","Благородный живет в согласии со всеми, а низкий человек ищет себе подобных."
Мир не сумасшедший. Только люди.,Мир не сумасшедший. Только люди.
"Все приятное в этом мире либо вредно, либо аморально, либо ведет к ожирению.","Все приятное в этом мире либо вредно, либо аморально, либо ведет к ожирению."
"Как мы можем знать, что такое смерть, когда мы не знаем еще, что такое жизнь?","Как мы можем знать, что такое смерть, когда мы не знаем еще, что такое жизнь?"
"Жизнь — цепь, а мелочи в ней — звенья. Нельзя звену не придавать значенья.","Жизнь — цепь, а мелочи в ней — звенья. Нельзя звену не придавать значенья."
"Это не мои приключения, это не моя жизнь! Она приглажена, причесана, напудрена и кастрирована!","Это не мои приключения, это не моя жизнь! Она приглажена, причесана, напудрена и кастрирована!"
"В стране, где есть порядок, будь смел и в действиях, и в речах. В стране, где нет порядка, будь смел в действиях, но осмотрителен в речах.","В стране, где есть порядок, будь смел и в действиях, и в речах. В стране, где нет порядка, будь смел в действиях, но осмотрителен в речах."
"Что больше всего раздражает в общественном транспорте, так это общество.","Что больше всего раздражает в общественном транспорте, так это общество."
"Будь мягче к людям! Хочешь быть мудрей? -
Не делай больно мудростью своей.
С обидчицей — Судьбой воюй, будь дерзок,
Но сам клянись не обижать людей!","Будь мягче к людям! Хочешь быть мудрей? -
Не делай больно мудростью своей.
С обидчицей — Судьбой воюй, будь дерзок,
Но сам клянись не обижать людей!"
Благородный с достоинством ожидает велений Неба. Низкий человек суетливо поджидает удачу.,Благородный с достоинством ожидает велений Неба. Низкий человек суетливо поджидает удачу.
"Наша жизнь как дорога с односторонним движением, и важно не пропустить свой поворот, ведь пути назад уже не будет.","Наша жизнь как дорога с односторонним движением, и важно не пропустить свой поворот, ведь пути назад уже не будет."
"Мужчины женятся от усталости, женщины выходят замуж из любопытства. И тем и другим брак приносит разочарование.","Мужчины женятся от усталости, женщины выходят замуж из любопытства. И тем и другим брак приносит разочарование."
"Я не понимаю, как можно иметь дело с человеком, которому нельзя доверять? Если в повозке нет оси, как можно на ней ездить?","Я не понимаю, как можно иметь дело с человеком, которому нельзя доверять? Если в повозке нет оси, как можно на ней ездить?"
"Всегда найдутся люди, которые причинят тебе боль. Нужно продолжать верить людям, просто быть чуточку осторожнее.","Всегда найдутся люди, которые причинят тебе боль. Нужно продолжать верить людям, просто быть чуточку осторожнее."
Дружба и доверие не покупаются и не продаются.,Дружба и доверие не покупаются и не продаются.
"Нет человека более одинокого, чем тот, кто пережил любимую.","Нет человека более одинокого, чем тот, кто пережил любимую."
"Этичное поведение должно основываться на симпатии к людям, образованности и социальных связях; религиозная основа вовсе не нужна.","Этичное поведение должно основываться на симпатии к людям, образованности и социальных связях; религиозная основа вовсе не нужна."
"Ничего нельзя вернуть. Ничто не возвращается. Так же, как не возвращается прожитое мгновение.","Ничего нельзя вернуть. Ничто не возвращается. Так же, как не возвращается прожитое мгновение."
"Будь, как огонь, горяч, будь, как вода, прозрачен,
Не становись, как пыль, покорен всем ветрам.","Будь, как огонь, горяч, будь, как вода, прозрачен,
Не становись, как пыль, покорен всем ветрам."
"Бог мой, как прошмыгнула жизнь, я даже никогда не слышала, как поют соловьи.","Бог мой, как прошмыгнула жизнь, я даже никогда не слышала, как поют соловьи."
"Самые плохие законы — в России, но этот недостаток компенсируется тем, что их никто не выполняет.","Самые плохие законы — в России, но этот недостаток компенсируется тем, что их никто не выполняет."
"Эх, жизнь моя, жестянка! А ну её в болото!","Эх, жизнь моя, жестянка! А ну её в болото!"
Жить тоже нелегко.,Жить тоже нелегко.
"Нас приучили к одноклеточным словам, куцым мыслям, играй после этого Островского!","Нас приучили к одноклеточным словам, куцым мыслям, играй после этого Островского!"
"Человеческая жизнь тянется слишком долго для одной любви, просто слишком долго. Любовь чудесна, но кому-то из двух всегда становится скучно, а другой остается ни с чем, застынет и чего-то ждет... ждет как безумный.","Человеческая жизнь тянется слишком долго для одной любви, просто слишком долго. Любовь чудесна, но кому-то из двух всегда становится скучно, а другой остается ни с чем, застынет и чего-то ждет... ждет как безумный."
"Чтобы уйти от человека, надо иногда придумывать ложные причины. Потому что истинные бывают слишком жестоки. Но чтобы прийти, ничего не нужно придумывать. Надо просто прийти, и все...","Чтобы уйти от человека, надо иногда придумывать ложные причины. Потому что истинные бывают слишком жестоки. Но чтобы прийти, ничего не нужно придумывать. Надо просто прийти, и все..."
"Сначала они тебя не замечают, потом смеются над тобой, затем борются с тобой. А потом ты побеждаешь.","Сначала они тебя не замечают, потом смеются над тобой, затем борются с тобой. А потом ты побеждаешь."
"Хоть человеческая жизнь и дороже всего, но мы всегда поступаем так, словно в мире существует нечто еще более ценное, чем человеческая жизнь...","Хоть человеческая жизнь и дороже всего, но мы всегда поступаем так, словно в мире существует нечто еще более ценное, чем человеческая жизнь..."
"Жизнь, которая приносит и страдания и радости, это и есть настоящая жизнь.","Жизнь, которая приносит и страдания и радости, это и есть настоящая жизнь."
"Так как собственной смерти отсрочить нельзя,
Так как свыше указана смертным стезя,
Так как вечные вещи не слепишь из воска —
То и плакать об этом не стоит, друзья!","Так как собственной смерти отсрочить нельзя,
Так как свыше указана смертным стезя,
Так как вечные вещи не слепишь из воска —
То и плакать об этом не стоит, друзья!"
Мы живём в слепом чреве администрации.,Мы живём в слепом чреве администрации.
"Выберите себе работу по душе, и вам не придется работать ни одного дня в своей жизни.","Выберите себе работу по душе, и вам не придется работать ни одного дня в своей жизни."
"Когда любишь, не хочешь пить другой воды, кроме той, которую находишь в любимом источнике. Верность в таком случае — вещь естественная. В браке без любви менее чем через два месяца вода источника становится горькой.","Когда любишь, не хочешь пить другой воды, кроме той, которую находишь в любимом источнике. Верность в таком случае — вещь естественная. В браке без любви менее чем через два месяца вода источника становится горькой."
"Мудрый не знает волнений, человечный не знает забот, смелый не знает страха.","Мудрый не знает волнений, человечный не знает забот, смелый не знает страха."
"Начинаешь курить, чтобы доказать, что ты мужчина. Потом пытаешься бросить курить, чтобы доказать, что ты мужчина.","Начинаешь курить, чтобы доказать, что ты мужчина. Потом пытаешься бросить курить, чтобы доказать, что ты мужчина."
"Даже в обществе двух человек я непременно найду, чему у них поучиться. Достоинствам их я постараюсь подражать, а на их недостатках сам буду учиться.","Даже в обществе двух человек я непременно найду, чему у них поучиться. Достоинствам их я постараюсь подражать, а на их недостатках сам буду учиться."
"Смысла нет постоянно себя утруждать,
Чтобы здесь, на Земле, заслужить благодать,
Что тебе предназначено, то и получишь,
И не больше, ни меньше. И нечего ждать.","Смысла нет постоянно себя утруждать,
Чтобы здесь, на Земле, заслужить благодать,
Что тебе предназначено, то и получишь,
И не больше, ни меньше. И нечего ждать."
"Если хочешь, чтобы волшебство вошло в твою жизнь, откажись от своих защитных приспособлений.","Если хочешь, чтобы волшебство вошло в твою жизнь, откажись от своих защитных приспособлений."
"В кино, когда звонят и на том конце вешают трубку, слышны сигналы «занято». Но в жизни, когда на том конце вешают трубку, телефон просто хранит тишину. Жуткую тишину. Мы стоим там и слушаем ее долгое время.","В кино, когда звонят и на том конце вешают трубку, слышны сигналы «занято». Но в жизни, когда на том конце вешают трубку, телефон просто хранит тишину. Жуткую тишину. Мы стоим там и слушаем ее долгое время."
"Мудрый человек не делает другим того, чего он не желает, чтобы ему сделали.","Мудрый человек не делает другим того, чего он не желает, чтобы ему сделали."
Глаза слепы. Искать надо сердцем.,Глаза слепы. Искать надо сердцем.
"Не удерживай то, что уходит, и не отталкивай то, что приходит. И тогда счастье само найдет тебя.","Не удерживай то, что уходит, и не отталкивай то, что приходит. И тогда счастье само найдет тебя."
Будьте строги к себе и мягки к другим. Так вы оградите себя от людской неприязни.,Будьте строги к себе и мягки к другим. Так вы оградите себя от людской неприязни.
"Есть преступления хуже, чем сжигать книги. Например - не читать их.","Есть преступления хуже, чем сжигать книги. Например - не читать их."
"Успевает всюду тот, кто никуда не торопится.","Успевает всюду тот, кто никуда не торопится."
В большинстве случаев конец — это начало!,В большинстве случаев конец — это начало!
"Долго ль будешь ты всяким скотам угождать?
Только муха за харч может душу отдать!
Кровью сердца питайся, но будь независим.
Лучше слёзы глотать, чем объедки глодать.","Долго ль будешь ты всяким скотам угождать?
Только муха за харч может душу отдать!
Кровью сердца питайся, но будь независим.
Лучше слёзы глотать, чем объедки глодать."
Кирпич ни с того ни с сего никому и никогда на голову не свалится.,Кирпич ни с того ни с сего никому и никогда на голову не свалится.
"Склероз нельзя вылечить, но о нем можно забыть.","Склероз нельзя вылечить, но о нем можно забыть."
Благородный встречает гнев и милость высших с равным достоинством.,Благородный встречает гнев и милость высших с равным достоинством.
"Ты не должен бороться за то, чтобы жить так, как тебя хочется. Живи так, как хочешь, и плати за это требуемую цену, какой бы она ни была.","Ты не должен бороться за то, чтобы жить так, как тебя хочется. Живи так, как хочешь, и плати за это требуемую цену, какой бы она ни была."
"Жизнь не всегда дает вторую попытку, и подарки, которые она тебе преподносит, лучше принимать.","Жизнь не всегда дает вторую попытку, и подарки, которые она тебе преподносит, лучше принимать."
"Известно, в мире все лишь суета сует:
Будь весел, не горюй, стоит на этом свет.
Что было, то прошло, что будет — неизвестно,
Так не тужи о том, чего сегодня нет.","Известно, в мире все лишь суета сует:
Будь весел, не горюй, стоит на этом свет.
Что было, то прошло, что будет — неизвестно,
Так не тужи о том, чего сегодня нет."
"Многие женщины почему-то думают, что родить ребенка и стать матерью — одно и то же. С тем же успехом можно было бы сказать, что одно и то же — иметь рояль и быть пианистом.","Многие женщины почему-то думают, что родить ребенка и стать матерью — одно и то же. С тем же успехом можно было бы сказать, что одно и то же — иметь рояль и быть пианистом."
"Когда человек не знает, к какой пристани он держит путь, для него ни один ветер не будет попутным.","Когда человек не знает, к какой пристани он держит путь, для него ни один ветер не будет попутным."
"Не ставь ты дураку хмельного угощенья,
Чтоб оградить себя от чувства отвращенья:
Напившись, криками он спать тебе не даст,
А утром надоест, прося за то прощенья.","Не ставь ты дураку хмельного угощенья,
Чтоб оградить себя от чувства отвращенья:
Напившись, криками он спать тебе не даст,
А утром надоест, прося за то прощенья."
"Возможно все; на невозможное просто требуется больше времени.","Возможно все; на невозможное просто требуется больше времени."
"Чем примитивнее человек, тем более высокого он о себе мнения.","Чем примитивнее человек, тем более высокого он о себе мнения."
"Я думаю, что лучше одиноким быть,
Чем жар души «кому-нибудь» дарить
Бесценный дар отдав кому попало
Родного встретив, не сумеешь полюбить.","Я думаю, что лучше одиноким быть,
Чем жар души «кому-нибудь» дарить
Бесценный дар отдав кому попало
Родного встретив, не сумеешь полюбить."
"Смерти я не страшусь, на судьбу не ропщу,
Утешения в надежде на рай не ищу,
Душу вечную, данную мне не надолго,
Я без жалоб в положенный час возвращу.","Смерти я не страшусь, на судьбу не ропщу,
Утешения в надежде на рай не ищу,
Душу вечную, данную мне не надолго,
Я без жалоб в положенный час возвращу."
"Что может знать рыба о воде, в которой плавает всю жизнь?","Что может знать рыба о воде, в которой плавает всю жизнь?"
"Летай иль ползай, конец известен: все в землю лягут, все прахом будет...","Летай иль ползай, конец известен: все в землю лягут, все прахом будет..."
